date,revenue,quantity,n_invoices,n_customers,revenue_roll7_mean,revenue_roll7_std,quantity_roll7_mean,quantity_roll7_std,revenue_roll14_mean,revenue_roll14_std,quantity_roll14_mean,quantity_roll14_std,revenue_roll30_mean,revenue_roll30_std,quantity_roll30_mean,quantity_roll30_std,is_partial_day
2010-08-11,20382.05,8188,44,34,19981.597142857143,11739.602308656958,23329.85714285714,34518.280347416745,20868.05,11109.496827576755,16790.714285714286,24667.32979665013,21636.857333333333,11709.631265212434,14513.833333333334,17282.840623165714,False
2010-08-12,28438.45,18209,80,56,20580.028571428567,12094.810842674677,23527.85714285714,34478.688173172384,20491.37142857143,10723.19818613532,17109.0,24653.86319548193,21901.02733333333,11772.6367231729,14786.133333333331,17274.273749359658,False
2010-08-13,36713.13,18150,54,34,23668.86,13172.392018345286,24703.85714285714,34075.14229086736,21984.93,11451.46353331309,17803.0,24527.306239875088,22348.59733333333,12078.371768739156,14945.166666666666,17282.832123603,False
2010-08-14,0.0,0,0,0,23668.86,13172.392018345286,24703.85714285714,34075.14229086736,21984.93,11451.46353331309,17803.0,24527.306239875088,20475.090666666667,10952.269981480578,14018.266666666666,17314.88221938759,False
2010-08-15,21863.18,17325,57,51,24797.52714285714,12524.652305314656,26018.85714285714,33501.27005765886,21372.821428571428,11191.249157461463,18349.5,24417.239085877893,20458.82,10949.748860554137,14118.866666666669,17325.381768661984,False
2010-08-16,20206.46,11075,38,32,23189.411428571424,12245.713595874307,13284.714285714286,7272.109453574108,20899.004285714287,11081.86725256359,18293.42857142857,24434.18328022094,21132.368666666665,10246.78812377598,14488.033333333333,17131.06772138598,False
2010-08-17,30166.36,18397,45,40,22538.51857142857,11636.45507541626,13049.142857142857,7039.5724166687705,21255.73785714286,11308.0779842908,18442.35714285714,24427.530520381628,21639.78433333333,10306.501045444533,14780.3,17120.10129109175,False
2010-08-18,36800.16,22844,57,47,24883.96285714285,12732.365697890702,15142.857142857143,7516.166119961502,22432.78,12037.456143764168,19236.35714285714,24373.095159045108,21860.477666666666,10563.349817368911,14924.233333333334,17170.75467118906,False
2010-08-19,32240.94,22501,77,55,25427.175714285717,12987.840402748328,15756.0,7969.37831117752,23003.602142857144,12316.476175213522,19641.92857142857,24377.088462685253,22118.16066666667,10723.300525412064,15271.566666666668,17216.585695562397,False
2010-08-20,24817.59,18968,58,48,23727.812857142853,12006.164956150256,15872.857142857143,8016.19260057565,23698.33642857143,12108.3938294357,20288.35714285714,24218.875282299145,22219.60066666667,10734.324720320416,15465.033333333333,17224.694350890793,False
2010-08-21,0.0,0,0,0,23727.812857142853,12006.164956150256,15872.857142857143,8016.19260057565,23698.33642857143,12108.3938294357,20288.35714285714,24218.875282299145,21361.734666666667,11448.255094854108,15001.033333333333,17453.716151055316,False
2010-08-22,22596.01,13879,60,51,23832.502857142856,11990.38075409161,15380.57142857143,8017.963100795256,24315.015,11790.075120576055,20699.714285714286,24044.57862589202,21270.5,11426.400425720693,15019.966666666667,17452.127633325545,False
2010-08-23,21744.58,13250,45,37,24052.234285714287,11926.78110751298,15691.285714285714,7863.968245830381,23620.82285714285,11621.727912843253,14488.0,7383.057455053126,21995.319333333333,10696.99581351373,15461.633333333331,17225.089268540683,False
2010-08-24,27260.22,19075,61,53,23637.071428571428,11727.395016416942,15788.142857142857,7906.905661689479,23087.795,11238.180621604002,14418.642857142857,7331.207504771785,22337.653,10695.629389368254,15713.466666666667,17220.70190954687,False
2010-08-25,31307.73,17561,76,62,22852.438571428567,10850.908751214383,15033.42857142857,7353.974998986213,23868.200714285715,11413.814033152605,15088.142857142857,7144.035272730821,22590.88333333333,10818.488451259876,15799.1,17223.377784279135,False
2010-08-26,34605.32,17591,78,62,23190.207142857143,11222.306461596494,14332.0,6730.75310298434,24308.691428571427,11718.686797113553,15044.0,7125.152543576237,22804.89833333333,10995.031805500415,15908.533333333333,17224.006686205066,False
2010-08-27,15045.99,7312,34,29,21794.26428571429,11587.926738574151,12666.857142857143,6833.705959642771,22761.03857142857,11380.325105503409,14269.857142857143,7347.044469687155,22531.960666666662,11085.269172076622,15706.9,17290.137275037905,False
2010-08-28,0.0,0,0,0,21794.26428571429,11587.926738574151,12666.857142857143,6833.705959642771,22761.03857142857,11380.325105503409,14269.857142857143,7347.044469687155,21408.229,11609.191498379056,15248.466666666667,17524.466356641435,False
2010-08-29,14426.95,8762,39,36,20627.25571428571,11900.850369791304,11935.857142857143,6955.0379205429535,22229.879285714287,11596.930805098944,13658.214285714286,7429.115830801987,21362.35033333333,11634.796923457352,15259.4,17520.170070029533,False
2010-08-30,0.0,0,0,0,17520.88714285714,14180.209342467071,10043.0,8224.887760125765,20786.560714285715,13036.231763665706,12867.142857142857,8267.664593110681,21362.35033333333,11634.796923457352,15259.4,17520.170070029533,False
2010-08-31,33322.38,14157,61,47,18386.91,15033.588088375083,9340.42857142857,7503.1704156119395,21011.99071428572,13236.656766731274,12564.285714285714,8125.959866886,21458.673000000003,11724.097213860096,15408.833333333334,17489.980483582363,False
2010-09-01,22842.12,12898,42,35,17177.53714285714,14134.566687050949,8674.285714285714,6828.344033372601,20014.98785714286,12458.808897048366,11853.857142857143,7574.140345809693,21325.413666666667,11683.47313294604,15443.433333333332,17483.743437801026,False
2010-09-02,34546.52,21940,86,76,17169.13714285714,14122.49570036013,9295.57142857143,7890.153185186853,20179.672142857144,12646.668082193486,11813.785714285714,7514.72898511852,21637.894666666667,11913.009683134069,15631.033333333333,17523.53334997871,False
2010-09-03,36925.07,31213,60,49,20294.72,15885.389307619542,12710.0,11316.344860422025,21044.492142857143,13380.882036714313,12688.42857142857,8981.012892287192,22191.344666666664,12231.178367643128,16280.533333333333,17733.72096577461,False
2010-09-04,0.0,0,0,0,20294.72,15885.389307619542,12710.0,11316.344860422025,21044.492142857143,13380.882036714313,12688.42857142857,8981.012892287192,21383.030333333336,12874.820259345686,15719.766666666666,17980.24647654951,False
2010-09-05,12180.81,7215,35,35,19973.84285714285,16045.54785840059,12489.0,11420.919402570004,20300.549285714285,13576.09152112324,12212.42857142857,9089.006882486685,21286.013666666666,12934.692259918787,15629.666666666666,18017.05672379664,False
2010-09-06,28038.38,16194,53,41,23979.32571428571,13531.030675648051,14802.42857142857,10024.242629032591,20750.106428571427,13730.910579873636,12422.714285714286,9148.719434800889,22220.62633333333,12343.051514623012,16169.466666666667,17773.581836308458,False
2010-09-07,27176.0,15738,51,45,23101.271428571425,13013.210945512805,15028.285714285714,10025.087509414994,20744.090714285718,13727.857114465312,12184.357142857143,9004.403585999498,22661.076,12273.768026696987,16423.4,17708.914483369957,False
2010-09-08,17266.53,10198,46,43,22304.758571428567,13200.997270589609,14642.57142857143,10171.58125788288,19741.147857142856,13405.863311753466,11658.42857142857,8880.382898140295,22187.851333333336,12196.127601090177,13422.866666666669,7970.54677626595,False
2010-09-09,24423.02,13171,65,59,20858.544285714284,12148.961079813722,13389.857142857143,9649.649379270582,19013.840714285718,12799.921509624988,11342.714285714286,8730.550325667404,21844.531666666662,11974.052518461576,13193.7,7871.776039137843,False
2010-09-10,17348.04,10403,45,37,18061.82571428571,9874.398550044889,10417.0,5598.900725440066,19178.272857142856,12759.751625861203,11563.5,8659.572620028004,21743.398,11999.61611721962,13267.533333333333,7833.500814839544,False
2010-09-11,0.0,0,0,0,18061.825714285715,9874.398550044889,10417.0,5598.900725440066,19178.272857142856,12759.751625861203,11563.5,8659.572620028004,20795.449666666667,12562.569301070933,12660.566666666668,8136.985393160392,False
2010-09-12,15520.5,9273,48,46,18538.924285714285,9620.300667314334,10711.0,5454.921569860862,19256.38357142857,12731.744746008557,11600.0,8647.925095740518,20089.02866666667,12228.01743847884,12364.666666666666,8091.759181023494,False
2010-09-13,37300.52,28383,86,52,19862.08714285714,11581.62053161634,12452.285714285714,8559.09632524146,21920.70642857143,12287.163842467457,13627.357142857143,9037.4967654608,21332.37933333333,12009.330623246266,13310.766666666666,8253.879542094259,False
2010-09-14,20677.19,11364,61,56,18933.68571428571,11150.046126421566,11827.42857142857,8438.049752107863,21017.478571428568,11841.237668559836,13427.857142857143,9055.714650107742,21292.84633333333,12009.475104822062,13112.066666666668,8225.61323123601,False
2010-09-15,34375.67,21456,66,60,21377.84857142857,12515.318065786994,13435.714285714286,9120.968254783143,21841.30357142857,12367.464011155407,14039.142857142857,9302.67342762816,21765.153333333332,12241.65458062286,13458.1,8354.309415938653,False
2010-09-16,26749.32,14399,66,51,21710.17714285714,12639.921268542665,13611.142857142857,9126.83580489557,21284.360714285714,11918.72368229755,13500.5,9024.15807067981,21651.252,12176.514333013296,13324.833333333334,8304.547670147182,False
2010-09-17,20692.37,11812,51,41,22187.938571428567,12510.09963388439,13812.42857142857,9059.5797705549,20124.882142857143,11037.087349316078,12114.714285714286,7446.699438507823,21114.325666666668,11835.858552013591,12957.1,8110.480968560321,False
2010-09-18,0.0,0,0,0,22187.938571428567,12510.09963388439,13812.42857142857,9059.5797705549,20124.882142857143,11037.087349316078,12114.714285714286,7446.699438507823,20039.627666666664,12247.311894134617,12207.066666666668,8236.883110419407,False
2010-09-19,22880.33,13696,59,54,23239.34285714285,12160.743323503046,14444.285714285714,8841.83572029937,20889.13357142857,10812.855419756028,12577.642857142857,7319.028661984133,19975.052333333333,12226.340102575776,12031.333333333334,8143.373220128051,False
2010-09-20,41776.71,25042,75,57,23878.798571428568,13104.43323048404,13967.0,8015.584133424087,21870.44285714285,12062.751070435732,13209.642857142857,8005.174149906412,21367.609333333334,12251.884426711496,12866.066666666668,8151.036252857802,False
2010-09-21,62184.47,37060,103,76,29808.41,19327.48106559414,17637.85714285714,11673.918428539342,24371.047857142858,16174.90700672217,14732.642857142857,10239.629317262672,22687.224666666665,14342.38605624473,13638.766666666666,9272.039513331543,False
2010-09-22,29607.89,14541,82,39,29127.29857142857,19223.432319963424,16650.0,11589.244338322203,25252.573571428573,16094.026919342836,15042.857142857143,10157.13690622846,22949.335000000003,14396.315465744432,13681.8,9273.168775075452,False
2010-09-23,35909.47,21335,84,71,30435.891428571427,19345.96539032229,17640.85714285714,11660.997276227728,26073.03428571429,16339.398429837607,15626.0,10275.074493460084,23237.643333333333,14571.169916784846,13757.133333333331,9327.51348295528,False
2010-09-24,48169.61,28026,61,45,34361.21142857143,19821.24225053384,19957.14285714286,11917.721432507857,28274.575000000004,17130.641519746787,16884.785714285714,10658.32905202869,23799.706,15204.638606408456,14105.966666666667,9664.284298324965,False
2010-09-25,0.0,0,0,0,34361.21142857143,19821.24225053384,19957.14285714286,11917.721432507857,28274.575000000004,17130.641519746787,16884.785714285714,10658.32905202869,22646.195333333333,15662.383142552351,13519.6,9974.22782630487,False
2010-09-26,21701.15,13384,65,51,34192.75714285714,19939.733135959734,19912.571428571428,11945.59120704012,28716.05,16854.08033244174,17178.428571428572,10487.753918915923,22868.034,15598.022358256596,13722.0,9905.286846792538,False
2010-09-27,102425.05,125468,85,65,42856.805714285714,32808.09612800569,34259.142857142855,41894.81188416441,33367.802142857145,25942.48178318309,24113.071428571428,30831.736679707377,26282.20233333333,20771.603790387624,17904.266666666666,22452.60227285444,False
2010-09-28,45505.34,23618,127,91,40474.072857142855,31759.3588445688,32338.85714285714,42052.800574312016,35141.241428571426,25856.702249709564,24988.35714285714,30615.139981607248,27318.148666666664,20934.30830859397,18399.466666666667,22407.79585204949,False
2010-09-29,37347.11,20726,97,83,41579.67571428571,31451.255164114864,33222.42857142857,41679.84736799126,35353.48714285714,25862.129645083933,24936.214285714286,30622.23981452437,28563.052333333333,20356.239347739876,19090.33333333333,22138.843702997387,False
2010-09-30,45707.97,24815,90,73,42979.46142857143,31374.789478537503,33719.57142857143,41534.92887461164,36707.67642857143,25873.29595941272,25680.214285714286,30472.70245060089,28975.90533333333,20580.457339730485,19445.6,22142.462882979795,False
2010-10-01,36986.25,22197,69,55,41381.83857142857,31351.17923995227,32886.857142857145,41726.09276551293,37871.525,25460.64946255502,26422.0,30234.61426907908,29447.37633333333,20597.099944099664,19755.566666666666,22112.71125266366,False
2010-10-02,0.0,0,0,0,41381.83857142857,31351.17923995227,32886.857142857145,41726.09276551293,37871.525,25460.649462555022,26422.0,30234.61426907908,28295.825666666668,21257.32319716757,19024.233333333334,22398.932534114567,False
2010-10-03,38369.71,20337,76,64,43763.06142857142,30219.83481708464,33880.142857142855,41264.658136750106,38977.90928571428,25092.989793129145,26896.35714285714,30071.24954966158,28343.98033333333,21279.170337563057,18661.7,22282.564385558308,False
2010-10-04,38366.47,23512,84,72,34611.83571428571,15711.515254780335,19315.0,8667.863750659673,38734.32071428571,25080.27980295258,26787.071428571428,30081.285606897454,29622.862666666668,20660.884661353124,19445.43333333333,22015.43879704505,False
2010-10-05,54467.96,34832,117,98,35892.21,17054.96993769167,20917.0,10448.985788104028,38183.14142857143,24605.581571461134,26627.92857142857,30028.604200416557,31032.43433333333,20871.31291945653,20366.0,22063.737187739865,False
2010-10-06,30461.44,21867,61,57,34908.54285714285,17155.34571156924,21080.0,10454.407842309063,38244.10928571429,24583.747093247923,27151.214285714286,29865.15968657117,31113.203,20864.0140221078,20555.1,22051.054486241068,False
2010-10-07,52259.49,30056,114,90,35844.47428571428,18000.607793294883,21828.714285714286,10942.74645163461,39411.96785714286,24851.209411606924,27774.14285714286,29825.438022077586,31949.319333333337,21200.68031037892,21032.366666666665,22098.09654696192,False
2010-10-08,59144.45,41403,75,58,39009.93142857142,20064.79366788956,24572.42857142857,13221.090787792342,40195.885,25317.43866959589,28729.64285714286,30047.575587870502,33345.25,21575.951395213287,22072.533333333333,22303.98994726764,False
2010-10-09,0.0,0,0,0,39009.93142857142,20064.79366788956,24572.42857142857,13221.090787792342,40195.885,25317.43866959589,28729.64285714286,30047.575587870502,32531.14933333333,22370.350907622756,21633.5,22612.74280935572,False
2010-10-10,22954.51,12407,68,59,36807.76,20972.18566886309,23439.571428571428,13963.396731659324,40285.41071428572,25249.132036071875,28659.85714285714,30087.066116796494,32718.031666666662,22262.294436598702,21700.3,22581.36116380819,False
2010-10-11,42760.48,24896,90,78,37435.475714285705,21092.030642654943,23637.285714285717,13974.387234202026,36023.65571428571,17927.756969324102,21476.14285714286,11394.599603841654,34143.381,21449.311060874345,22530.166666666668,22210.798403701858,False
2010-10-12,49173.04,29508,110,94,36679.05857142857,20465.02001768011,22876.714285714286,13396.488143219794,36285.63428571429,18102.913536771957,21896.85714285714,11586.878758433508,35265.132333333335,21321.38684748195,23204.666666666668,22101.300155753564,False
2010-10-13,52639.67,40078,83,74,39847.377142857134,21050.403418256,25478.285714285717,14856.44000329246,37377.96,18625.71530414706,23279.14285714286,12550.690841280682,35776.437333333335,21554.528564890203,23594.5,22298.052898991133,False
2010-10-14,86915.15,37104,98,81,44798.18571428571,27533.186224398883,26485.14285714286,15445.540310270484,40321.33,22825.72884805517,24156.92857142857,13084.74930516902,37984.369333333336,23278.127294372556,24452.5,22306.43039303488,False
2010-10-15,43640.13,22303,108,79,42583.28285714285,26800.632123827298,23756.571428571428,13989.403345117364,40796.607142857145,22820.216921611885,24164.5,13083.558577025662,38293.18466666667,23290.05190189396,24480.733333333334,22303.042697838544,False
2010-10-16,0.0,0,0,0,42583.28285714285,26800.632123827298,23756.571428571428,13989.403345117364,40796.607142857145,22820.216921611885,24164.5,13083.558577025662,37401.54066666668,24239.911033171174,24000.766666666663,22679.247396263385,False
2010-10-17,33086.89,18975,71,62,44030.76571428571,25819.46810867132,24694.85714285714,13304.81384598035,40419.26285714286,22906.94616063984,24067.214285714286,13119.223172233078,37814.691333333336,24050.18054401522,24239.533333333333,22584.005343625817,False
2010-10-18,40479.63,19700,103,89,43704.93,25852.541323064677,23952.571428571428,13436.019076313029,40570.20285714285,22899.340092257076,23794.92857142857,13171.088854376858,39164.01233333334,22966.5839295679,24896.2,22136.876455362893,False
2010-10-19,49360.31,27226,75,64,43731.682857142856,25859.238978004687,23626.571428571428,13305.814942562303,40205.37071428571,22700.71498649951,23251.64285714286,12833.344894076909,40046.67833333333,22827.606201755523,25347.2,22038.42970718696,False
2010-10-20,44757.44,24029,106,89,42605.64999999999,25576.765940792822,21333.85714285714,11217.433922672504,41226.51357142858,22549.724341499703,23406.071428571428,12828.408405771735,40146.036,22841.878244005435,25313.43333333333,22039.689460049165,False
2010-10-21,38508.83,17785,94,75,35690.46142857143,16551.63158601032,18574.0,8808.747962489719,40244.32357142858,22330.6005237806,22529.571428571428,12758.117088675424,39356.848,22459.998149229858,24670.93333333333,21966.27566086694,False
2010-10-22,39355.17,23090,87,67,35078.32428571428,16285.72444556056,18686.42857142857,8869.090311434486,38830.80357142857,21658.41039123444,21221.5,11556.407591595113,39681.75733333334,22384.4810985756,24955.9,21885.634043189468,False
2010-10-23,0.0,0,0,0,35078.32428571428,16285.72444556056,18686.42857142857,8869.090311434486,38830.80357142857,21658.41039123444,21221.5,11556.407591595113,38484.775,23524.24540888732,24244.733333333334,22349.081315583757,False
2010-10-24,28510.64,15425,83,74,34424.57428571428,16469.79997462716,18179.285714285717,8950.957708802003,39227.67,21394.41276070747,21437.071428571428,11406.511773573004,37829.476,23518.97134179429,23824.7,22393.932762292312,False
2010-10-25,28961.5,14462,72,62,32779.127142857134,16338.884468622417,17431.0,9021.307961339831,38242.02857142857,21536.5241097618,20691.785714285717,11503.58393771646,38794.85933333333,22484.271261608144,24306.766666666663,22015.849060170945,False
2010-10-26,45202.76,25953,103,85,32185.191428571423,15698.707935538772,17249.14285714286,8801.088368843402,37958.43714285714,21407.265397319738,20437.85714285714,11331.962250182476,39578.246333333336,22276.620346058247,24725.733333333334,21920.20634960345,False
2010-10-27,32077.78,16176,70,64,30373.811428571425,14706.455530449251,16127.285714285714,8277.783191859324,36489.73071428572,21024.467986475414,18730.571428571428,9848.83617266752,37233.33733333334,18875.96987668728,21082.666666666668,10923.406615701622,False
2010-10-28,29489.44,14285,61,51,29085.32714285714,14263.363611007897,15627.285714285714,8266.661634023056,32387.894285714287,15234.317520792274,17100.64285714286,8348.105953836703,36699.474,18860.427958736596,20771.566666666666,10981.458372099803,False
2010-10-29,46727.8,25560,83,62,30138.56,15376.84042667198,15980.142857142857,8680.642438371557,32608.442142857144,15430.830035351635,17333.285714285714,8547.243527131317,37012.16366666668,18949.088947218792,20932.7,11016.17699238652,False
2010-10-30,0.0,0,0,0,30138.56,15376.84042667198,15980.142857142857,8680.642438371557,32608.442142857144,15430.830035351635,17333.285714285714,8547.243527131315,35488.564666666665,20032.3994294036,20105.533333333333,11629.1963808497,False
2010-10-31,29906.69,16349,83,79,30337.995714285706,15361.252916486412,16112.142857142857,8677.818685756076,32381.285,15446.644768070675,17145.714285714286,8537.252597416113,35252.579333333335,20055.83359213436,19910.6,11641.93576924269,False
2010-11-01,27040.22,14106,59,46,30063.52714285714,15407.042763072915,16061.285714285714,8690.135743364162,31421.32714285714,15321.747656022704,16746.14285714286,8539.416074949106,36153.920000000006,18996.53636072982,20380.8,11081.413660595896,False
2010-11-02,44301.01,24142,89,79,29934.705714285712,15262.454925406408,15802.57142857143,8367.538026148897,31059.948571428573,14920.502590004156,16525.85714285714,8284.244015062519,36351.630000000005,19051.179789924117,20507.63333333333,11102.649946136136,False
2010-11-03,44687.69,23614,87,75,31736.121428571427,16268.56513858904,16865.14285714286,8879.46804766614,31054.966428571428,14915.587833646538,16496.214285714286,8256.025307230268,36562.33733333334,19109.10099018606,20511.033333333333,11103.617284108544,False
2010-11-04,88852.0,60261,131,103,40216.48714285714,26900.300676818788,23433.14285714286,18473.59660369876,34650.90714285714,21476.423277502887,19530.214285714286,14333.738350632602,37708.472,21142.99691462992,21358.666666666668,13036.863493460623,False
2010-11-05,45815.4,22431,73,57,40086.14428571429,26865.680598907144,22986.14285714286,18451.39893005921,35112.35214285715,21653.94369699437,19483.14285714286,14322.226351734913,38220.27066666667,21147.35486023917,21377.466666666667,13038.028430745177,False
2010-11-06,0.0,0,0,0,40086.14428571429,26865.680598907144,22986.14285714286,18451.39893005921,35112.35214285715,21653.94369699437,19483.14285714286,14322.226351734913,36478.28766666667,22082.730166929177,20375.6,13494.931885456235,False
2010-11-07,31417.24,18409,82,75,40301.93714285714,26776.206509743384,23280.42857142857,18344.01390878545,35319.96642857143,21599.644598344166,19696.285714285717,14279.32723274386,35554.04733333333,21677.88867112036,19609.13333333333,12899.31064913891,False
2010-11-08,83204.63,32376,80,66,48325.42428571428,30320.303707830757,25890.42857142857,18119.472296005595,39194.47571428572,24972.94814429057,20975.85714285714,14573.803119386428,38327.535,22286.31526254476,20688.33333333333,12551.83574520925,False
2010-11-09,65065.2,35343,120,99,51291.73714285714,30871.659059367445,27490.571428571428,18431.235090258622,40613.22142857143,25887.984962750525,21646.571428571428,15029.431181796332,39731.22466666667,22608.49556758585,21452.866666666665,12727.315551758076,False
2010-11-10,79207.55,35168,130,100,56223.14571428571,32362.02412753868,29141.14285714286,18543.224112224667,43979.633571428574,27694.00262496656,23003.14285714286,15351.339945811518,40946.127,23728.422013752577,21795.266666666663,12959.199709042628,False
2010-11-11,63345.4,34369,128,99,52579.34571428572,29373.87461339405,25442.285714285717,13078.105975437034,46397.91642857144,27809.30263562884,24437.714285714286,15412.26299176966,41418.539,24036.93455920818,21957.3,13088.70232273251,False
2010-11-12,49060.83,23192,109,80,53042.97857142857,29274.76547598258,25551.0,13052.039099951648,46564.56142857143,27818.420250139407,24268.571428571428,15411.992846303352,41299.244333333336,23988.155382785168,21394.43333333333,12637.887584515482,False
2010-11-13,0.0,0,0,0,53042.97857142857,29274.76547598258,25551.0,13052.03909995165,46564.56142857143,27818.420250139407,24268.571428571428,15411.992846303354,38402.07266666667,23533.19371332739,20157.63333333333,12861.075920250092,False
2010-11-14,28922.46,17294,90,76,52686.58142857142,29595.351766151525,25391.714285714286,13160.082506254608,46494.25928571429,27864.96067794004,24336.071428571428,15376.668272039684,37911.48366666667,23573.6048102869,19990.666666666668,12864.777364714795,False
2010-11-15,103336.35,37950,102,83,55562.54142857143,33742.798795331844,26188.0,13805.907105293732,51943.98285714286,31046.73803100004,26039.214285714286,15476.582817914956,41356.02866666667,25327.452941090676,21255.666666666668,12696.016959805864,False
2010-11-16,70899.9,39224,107,95,56396.06999999999,34086.970829827835,26742.42857142857,14303.787142538426,53843.90357142856,31355.37646118704,27116.5,15854.656034160394,42616.46233333333,25837.500940220994,21930.63333333333,13102.34082135137,False
2010-11-17,50531.92,28536,118,97,52299.55142857142,32578.325787530604,25795.0,13865.62450811358,54261.34857142857,31262.866364125686,27468.071428571428,15825.560077410732,42951.53866666667,25873.989950913303,22225.166666666668,13149.696944412255,False
2010-11-18,43964.47,21348,104,91,49530.84714285714,32305.53774643172,23934.85714285714,13388.892603305816,51055.09642857143,29705.426046336936,24688.571428571428,12739.245839979256,42771.677333333326,25846.643549401782,22029.233333333334,13116.363501192023,False
2010-11-19,45812.72,25254,106,88,49066.83142857142,32336.72575099632,24229.42857142857,13392.50764242384,51054.90499999999,29705.462418123778,24890.214285714286,12723.094816898143,42806.85333333334,25850.15711746292,22070.066666666666,13124.70792563908,False
2010-11-20,0.0,0,0,0,49066.83142857142,32336.72575099632,24229.42857142857,13392.50764242384,51054.90499999999,29705.462418123778,24890.214285714286,12723.094816898143,41523.225666666665,27001.41168407663,21477.233333333334,13713.400558384948,False
2010-11-21,31720.3,17940,96,89,49466.52285714285,32062.364160737703,24321.714285714286,13338.869838611838,51076.552142857145,29690.15761628761,24856.714285714286,12742.07588104238,41268.73,27058.47091531824,21305.566666666666,13724.745097019502,False
2010-11-22,41612.53,19753,92,80,40648.83428571428,21538.47982354053,21722.14285714286,11940.067482061844,48105.68785714286,28275.24170407203,23955.071428571428,12615.049848764507,42655.81433333333,25912.28881290078,21964.0,13128.236835683345,False
2010-11-23,57109.97,26792,131,111,38678.84428571428,18762.163461817585,19946.14285714286,9597.747000009467,47537.45714285714,27986.66228109283,23344.285714285717,12222.154200332425,43609.12533333334,25900.024788569222,22342.9,13097.00094217414,False
2010-11-24,60290.52,28738,133,104,40072.92999999999,20104.2179034119,19975.0,9628.13379286628,46186.24071428571,26770.214909929684,22885.0,11859.084216816183,44653.426,25920.652344556747,22818.766666666663,13060.082409000526,False
2010-11-25,71385.94,37971,151,132,43990.28285714285,23391.659492520503,22349.714285714286,11823.012683100787,46760.565,27248.637935635128,23142.285714285717,12162.587075685282,45526.19866666667,26376.58306681693,23219.366666666665,13340.835895031498,False
2010-11-26,39019.82,17366,83,71,43019.86857142857,23444.29816805958,21222.85714285714,11875.855455903968,46043.35,27315.498351686703,22726.14285714286,12260.03317135144,45757.6,26284.82353226573,23259.033333333333,13320.925789726563,False
2010-11-27,0.0,0,0,0,43019.86857142857,23444.29816805958,21222.85714285714,11875.855455903968,46043.35,27315.498351686703,22726.14285714286,12260.03317135144,44774.61866666666,27440.207005396995,22782.866666666665,13895.68547460669,False
2010-11-28,26688.66,16270,90,82,42301.06285714286,23920.779152151896,20984.285714285717,11969.202740287068,45883.792857142864,27429.48523658335,22653.0,12297.930032201491,44106.64733333334,27634.23992265252,22473.2,13935.12100933564,False
2010-11-29,77058.57,39973,106,88,47364.78285714285,27268.246047670375,23872.85714285714,13905.749271776906,44006.80857142857,23862.81950586174,22797.5,12501.692031635015,46675.26633333333,26966.38010842329,23805.63333333333,13619.683085287928,False
2010-11-30,59400.54,26446,122,100,47692.00714285714,27418.013247128085,23823.42857142857,13894.253870541152,43185.42571428572,23049.99121564781,21884.785714285717,11647.445855231514,47658.39466666666,26871.42773465045,24142.2,13553.659761265142,False
2010-12-01,57442.33,26808,127,95,47285.12285714286,27220.311314566025,23547.714285714286,13799.301126195802,43679.02642857143,23292.132368857136,21761.35714285714,11580.50429755607,48671.79833333333,26639.31621309128,24565.6,13427.137018893412,False
2010-12-02,47596.42,31262,141,98,43886.62,25113.312723331303,22589.285714285717,12829.47911016248,43938.45142857143,23315.770281211557,22469.5,11853.1912596761,48781.64533333333,26627.463485018427,24802.93333333333,13482.203812825805,False
2010-12-03,44788.9,16136,68,50,44710.77428571428,25021.47281366805,22413.571428571428,12921.037495200651,43865.32142857144,23311.04455571215,21818.214285714286,11938.616136648425,48785.019,26626.933306082512,24553.666666666668,13573.761357939766,False
2010-12-04,0.0,0,0,0,44710.77428571428,25021.47281366805,22413.571428571428,12921.037495200651,43865.32142857143,23311.04455571215,21818.214285714286,11938.616136648425,45823.28566666667,26956.07725193292,22544.966666666667,12525.815476194675,False
2010-12-05,30908.67,16163,88,75,45313.63285714285,24561.49432471196,22398.285714285717,12929.577187135528,43807.34785714286,23344.557256078777,21691.285714285717,11992.345535821996,45326.39466666667,27093.26904695964,22336.033333333333,12579.940878879035,False
2010-12-06,51667.12,21592,102,82,41686.28285714285,20656.41187496894,19772.42857142857,10380.73080049672,44525.53285714285,23426.359795132284,21822.64285714286,11979.546380310996,47048.632000000005,25720.011867309586,23055.766666666663,11854.734513769336,False
2010-12-07,81454.99,25160,82,65,44836.91857142857,25027.963471392985,19588.714285714286,10253.540408305917,46264.462857142855,25263.851940451743,21706.071428571428,11935.329285292131,48716.55700000001,26287.56697335465,23280.8,11827.529748794572,False
2010-12-08,44153.98,22990,116,99,42938.58285714285,24408.803028047576,19043.285714285717,9900.999591190892,45111.85285714286,24940.75058219761,21295.5,11772.580906169558,47414.86866666667,25475.212630220267,22967.93333333333,11702.119869650887,False
2010-12-09,49992.52,19864,106,90,43280.88285714285,24501.6339213944,17415.0,8376.51628065035,43583.75142857143,23838.132760750177,20002.14285714286,10749.868227150477,46912.446,25262.855745577213,22451.966666666667,11476.744331347909,False
2010-12-10,56688.13,20940,76,53,44980.77285714285,25030.75830210352,18101.285714285717,8450.729923390973,44845.773571428566,24044.72263378057,20257.42857142857,10724.858275658817,46161.79866666666,24595.92806568578,21977.7,11224.349802688052,False
